"id";"region_id";"region_city";"all_region";"msg_date"
"5931";"5";"Костянтинівка";"0";"2023-07-30 12:21:37"
"5943";"17";"Сумська обл.";"1";"2023-07-30 13:31:25"
"5944";"17";"Сумська обл.";"1";"2023-07-30 13:38:44"
"5932";"5";"Костянтинівка";"0";"2023-07-30 14:05:59"
"5945";"17";"Сумська обл.";"1";"2023-07-30 14:16:00"
"5933";"5";"Костянтинівка";"0";"2023-07-30 15:13:50"
"5939";"8";"Токмак";"0";"2023-07-30 15:29:23"
"5946";"17";"Сумська обл.";"1";"2023-07-30 15:44:09"
"5947";"17";"Сумська обл.";"1";"2023-07-30 17:43:36"
"5948";"17";"Сумська обл.";"1";"2023-07-30 18:32:58"
"5934";"5";"Костянтинівка";"0";"2023-07-30 18:44:50"
"5935";"5";"Костянтинівка";"0";"2023-07-30 19:18:44"
"5950";"19";"Харківська обл.";"1";"2023-07-30 20:34:24"
"5936";"5";"Курахове";"0";"2023-07-30 21:42:57"
"5953";"20";"Херсон";"0";"2023-07-30 22:01:45"
"5937";"5";"Курахове";"0";"2023-07-30 22:02:06"
"5938";"5";"Костянтинівка";"0";"2023-07-30 22:50:20"
"5954";"20";"Херсон";"0";"2023-07-30 23:22:24"
"5956";"5";"Краматорськ";"0";"2023-07-31 00:34:37"
"5957";"5";"Костянтинівка";"0";"2023-07-31 00:41:55"
"5958";"5";"Курахове";"0";"2023-07-31 01:21:26"
"5955";"4";"Кривий Ріг";"0";"2023-07-31 09:08:33"
"5959";"5";"Костянтинівка";"0";"2023-07-31 09:43:37"
"5960";"5";"Костянтинівка";"0";"2023-07-31 14:07:19"
"5961";"5";"Костянтинівка";"0";"2023-07-31 14:46:07"
"5962";"5";"Вугледар";"0";"2023-07-31 15:08:10"
"5963";"5";"Слов'янськ";"0";"2023-07-31 17:18:14"
"5976";"19";"Харків";"0";"2023-08-01 00:07:39"
"5977";"20";"Херсон";"0";"2023-08-01 02:38:19"
"5969";"17";"Сумська обл.";"1";"2023-08-01 08:24:17"
"5964";"5";"Костянтинівка";"0";"2023-08-01 10:03:49"
"5978";"20";"Херсон";"0";"2023-08-01 11:22:58"
"5970";"17";"Сумська обл.";"1";"2023-08-01 12:43:25"
"5979";"20";"Херсон";"0";"2023-08-01 13:07:37"
"5971";"17";"Сумська обл.";"1";"2023-08-01 13:14:32"
"5965";"5";"Донецька обл.";"1";"2023-08-01 14:22:52"
"5972";"17";"Сумська обл.";"1";"2023-08-01 15:14:31"
"5973";"17";"Сумська обл.";"1";"2023-08-01 15:15:35"
"5966";"5";"Костянтинівка";"0";"2023-08-01 16:00:35"
"5980";"20";"Херсон";"0";"2023-08-01 16:03:24"
"5967";"5";"Донецьк";"0";"2023-08-01 16:13:05"
"5981";"20";"Херсон";"0";"2023-08-01 17:35:12"
"5968";"5";"Маріуполь";"0";"2023-08-01 17:53:07"
"5974";"17";"Сумська обл.";"1";"2023-08-01 18:00:59"
"5975";"17";"Сумська обл.";"1";"2023-08-01 19:55:52"
"5982";"20";"Херсонська обл.";"1";"2023-08-01 20:51:39"
"5983";"20";"Херсон";"0";"2023-08-01 21:23:05"
"5984";"20";"Херсон";"0";"2023-08-01 22:28:05"
"5985";"20";"Херсон";"0";"2023-08-01 23:31:58"
"5986";"5";"Краматорськ";"0";"2023-08-02 00:57:19"
"5996";"17";"Сумська обл.";"1";"2023-08-02 00:58:43"
"5992";"9";"Київська обл.";"1";"2023-08-02 01:05:12"
"5993";"9";"Київська обл.";"1";"2023-08-02 01:49:16"
"5995";"14";"Одеська обл.";"1";"2023-08-02 02:22:07"
"5994";"9";"Київ";"0";"2023-08-02 02:32:54"
"5997";"17";"Сумська обл.";"1";"2023-08-02 08:28:15"
"5998";"17";"Сумська обл.";"1";"2023-08-02 09:02:05"
"5999";"17";"Сумська обл.";"1";"2023-08-02 09:28:03"
"5987";"5";"Костянтинівка";"0";"2023-08-02 10:39:06"
"6000";"17";"Сумська обл.";"1";"2023-08-02 10:51:55"
"5988";"5";"Донецька обл.";"1";"2023-08-02 11:38:09"
"6001";"17";"Сумська обл.";"1";"2023-08-02 11:48:42"
"6004";"20";"Херсонська обл.";"1";"2023-08-02 12:18:07"
"6002";"17";"Сумська обл.";"1";"2023-08-02 12:26:27"
"5990";"8";"Токмак";"0";"2023-08-02 16:00:09"
"5989";"5";"Костянтинівка";"0";"2023-08-02 17:06:03"
"6005";"20";"Херсон";"0";"2023-08-02 18:04:58"
"6003";"17";"Сумська обл.";"1";"2023-08-02 19:39:46"
"6006";"20";"Херсон";"0";"2023-08-02 20:12:37"
"6007";"20";"Херсон";"0";"2023-08-02 21:12:35"
"5991";"8";"Мелітополь";"0";"2023-08-02 21:42:34"
"6008";"20";"Херсон";"0";"2023-08-02 22:22:17"
"6024";"20";"Херсон";"0";"2023-08-03 00:28:21"
"6013";"9";"Київська обл.";"1";"2023-08-03 01:46:09"
"6014";"9";"Київ";"0";"2023-08-03 03:19:08"
"6025";"20";"Херсон";"0";"2023-08-03 06:39:39"
"6026";"20";"Херсон";"0";"2023-08-03 07:53:22"
"6015";"17";"Сумська обл.";"1";"2023-08-03 08:42:56"
"6016";"17";"Сумська обл.";"1";"2023-08-03 10:01:32"
"6012";"8";"Запорізька обл.";"1";"2023-08-03 10:03:20"
"6027";"20";"Херсон";"0";"2023-08-03 10:10:56"
"6022";"19";"Харківська обл.";"1";"2023-08-03 10:26:27"
"6017";"17";"Сумська обл.";"1";"2023-08-03 12:40:10"
"6018";"17";"Сумська обл.";"1";"2023-08-03 13:29:46"
"6019";"17";"Сумська обл.";"1";"2023-08-03 13:29:53"
"6028";"20";"Херсон";"0";"2023-08-03 13:43:49"
"6020";"17";"Сумська обл.";"1";"2023-08-03 13:53:16"
"6029";"20";"Херсон";"0";"2023-08-03 16:25:11"
"6009";"5";"Донецьк";"0";"2023-08-03 19:13:01"
"6030";"20";"Херсон";"0";"2023-08-03 21:22:05"
"6010";"5";"Донецька обл.";"1";"2023-08-03 21:47:42"
"6023";"19";"Харківська обл.";"1";"2023-08-03 22:11:50"
"6021";"17";"Шостка";"0";"2023-08-03 22:30:02"
"6011";"5";"Костянтинівка";"0";"2023-08-03 23:43:21"
"6033";"8";"Бердянськ";"0";"2023-08-04 01:42:22"
"6035";"17";"Сумська обл.";"1";"2023-08-04 12:39:17"
"6041";"20";"Херсон";"0";"2023-08-04 14:28:06"
"6036";"17";"Сумська обл.";"1";"2023-08-04 15:26:48"
"6042";"20";"Херсон";"0";"2023-08-04 15:38:47"
"6037";"17";"Сумська обл.";"1";"2023-08-04 16:24:27"
"6031";"5";"Донецька обл.";"1";"2023-08-04 17:00:55"
"6038";"17";"Сумська обл.";"1";"2023-08-04 18:06:25"
"6043";"20";"Херсонська обл.";"1";"2023-08-04 18:34:01"
"6044";"20";"Херсон";"0";"2023-08-04 21:33:07"
"6032";"5";"Донецька обл.";"1";"2023-08-04 21:59:06"
"6039";"17";"Сумська обл.";"1";"2023-08-04 22:52:46"
"6045";"20";"Херсон";"0";"2023-08-04 22:59:19"
"6040";"19";"Харківська обл.";"1";"2023-08-04 23:16:36"
"6034";"8";"Запорізька обл.";"1";"2023-08-04 23:46:24"
"6046";"20";"Херсон";"0";"2023-08-04 23:51:12"
"6059";"20";"Херсон";"0";"2023-08-05 02:18:23"
"6053";"17";"Сумська обл.";"1";"2023-08-05 09:10:23"
"6060";"20";"Херсон";"0";"2023-08-05 09:40:55"
"6061";"20";"Херсон";"0";"2023-08-05 10:16:21"
"6054";"17";"Сумська обл.";"1";"2023-08-05 10:50:25"
"6062";"20";"Херсон";"0";"2023-08-05 12:33:08"
"6055";"17";"Сумська обл.";"1";"2023-08-05 13:05:41"
"6047";"5";"Донецька обл.";"1";"2023-08-05 14:01:53"
"6048";"5";"Донецьк";"0";"2023-08-05 14:26:18"
"6056";"17";"Сумська обл.";"1";"2023-08-05 14:28:41"
"6057";"17";"Сумська обл.";"1";"2023-08-05 15:00:41"
"6051";"8";"Запоріжжя";"0";"2023-08-05 18:22:37"
"6050";"6";"Житомирська обл.";"1";"2023-08-05 19:07:02"
"6066";"21";"Хмельницька обл.";"1";"2023-08-05 19:07:40"
"6067";"23";"Чернігівська обл.";"1";"2023-08-05 19:11:45"
"6052";"9";"Київська обл.";"1";"2023-08-05 19:12:08"
"6063";"20";"Херсонська обл.";"1";"2023-08-05 20:02:16"
"6058";"17";"Сумська обл.";"1";"2023-08-05 20:51:20"
"6064";"20";"Херсон";"0";"2023-08-05 22:09:58"
"6049";"5";"Донецька обл.";"1";"2023-08-05 22:34:40"
"6065";"20";"Херсон";"0";"2023-08-05 22:49:58"
"6081";"20";"Херсон";"0";"2023-08-06 00:48:40"
"6082";"20";"Херсонська обл.";"1";"2023-08-06 00:49:47"
"6068";"3";"Вінницька обл.";"1";"2023-08-06 00:50:00"
"6087";"21";"Хмельницька обл.";"1";"2023-08-06 01:01:21"
"6088";"21";"Старокостянтинів";"0";"2023-08-06 01:19:25"
"6072";"8";"Запорізька обл.";"1";"2023-08-06 02:07:58"
"6073";"8";"Запоріжжя";"0";"2023-08-06 02:14:25"
"6089";"21";"Старокостянтинів";"0";"2023-08-06 02:18:08"
"6074";"8";"Запоріжжя";"0";"2023-08-06 02:28:09"
"6092";"22";"Черкаська обл.";"1";"2023-08-06 03:38:30"
"6075";"9";"Київська обл.";"1";"2023-08-06 03:53:14"
"6090";"21";"Хмельницька обл.";"1";"2023-08-06 04:07:22"
"6069";"5";"Костянтинівка";"0";"2023-08-06 04:30:53"
"6091";"21";"Хмельницька обл.";"1";"2023-08-06 04:33:34"
"6083";"20";"Херсон";"0";"2023-08-06 05:20:26"
"6080";"19";"Харків";"0";"2023-08-06 09:04:51"
"6076";"17";"Сумська обл.";"1";"2023-08-06 09:09:25"
"6084";"20";"Херсонська обл.";"1";"2023-08-06 09:21:37"
"6077";"17";"Сумська обл.";"1";"2023-08-06 10:52:23"
"6070";"5";"Костянтинівка";"0";"2023-08-06 11:29:01"
"6078";"17";"Сумська обл.";"1";"2023-08-06 12:50:21"
"6085";"20";"Генічеськ";"0";"2023-08-06 14:54:36"
"6071";"5";"Костянтинівка";"0";"2023-08-06 18:47:29"
"6086";"20";"Херсон";"0";"2023-08-06 19:05:33"
"6079";"17";"Сумська обл.";"1";"2023-08-06 20:52:38"
"6095";"20";"Херсон";"0";"2023-08-07 00:39:49"
"6094";"17";"Сумська обл.";"1";"2023-08-07 11:29:35"
"6096";"20";"Херсонська обл.";"1";"2023-08-07 14:43:24"
"6097";"20";"Херсонська обл.";"1";"2023-08-07 15:42:06"
"6093";"5";"Донецька обл.";"1";"2023-08-07 19:21:24"
"6098";"20";"Херсон";"0";"2023-08-07 22:30:54"
"6099";"20";"Херсонська обл.";"1";"2023-08-07 22:54:37"
"6100";"20";"Херсон";"0";"2023-08-07 23:20:50"
"6101";"5";"Краматорськ";"0";"2023-08-08 00:30:27"
"6107";"8";"Запоріжжя";"0";"2023-08-08 00:55:46"
"6102";"5";"Костянтинівка";"0";"2023-08-08 01:42:27"
"6103";"5";"Донецька обл.";"1";"2023-08-08 09:20:55"
"6108";"17";"Сумська обл.";"1";"2023-08-08 10:18:38"
"6109";"17";"Сумська обл.";"1";"2023-08-08 13:46:19"
"6111";"20";"Херсонська обл.";"1";"2023-08-08 14:43:30"
"6104";"5";"Костянтинівка";"0";"2023-08-08 18:51:54"
"6105";"5";"Донецьк";"0";"2023-08-08 19:13:27"
"6110";"19";"Харківська обл.";"1";"2023-08-08 19:14:25"
"6112";"20";"Херсон";"0";"2023-08-08 20:05:37"
"6106";"5";"Донецька обл.";"1";"2023-08-08 21:19:03"
"6113";"20";"Херсонська обл.";"1";"2023-08-08 22:39:18"
"6117";"17";"Сумська обл.";"1";"2023-08-09 08:38:33"
"6118";"17";"Сумська обл.";"1";"2023-08-09 11:28:56"
"6115";"8";"Запорізька обл.";"1";"2023-08-09 11:43:43"
"6121";"20";"Херсон";"0";"2023-08-09 11:46:18"
"6119";"17";"Сумська обл.";"1";"2023-08-09 11:58:54"
"6122";"20";"Херсон";"0";"2023-08-09 16:26:31"
"6114";"5";"Костянтинівка";"0";"2023-08-09 16:26:56"
"6116";"8";"Запоріжжя";"0";"2023-08-09 19:43:49"
"6123";"20";"Херсон";"0";"2023-08-09 20:17:33"
"6120";"19";"Харківська обл.";"1";"2023-08-09 22:31:06"
"6153";"23";"Чернігів";"0";"2023-08-10 01:08:36"
"6124";"5";"Краматорськ";"0";"2023-08-10 01:34:08"
"6125";"5";"Донецька обл.";"1";"2023-08-10 01:46:10"
"6133";"9";"Київська обл.";"1";"2023-08-10 01:51:55"
"6145";"20";"Херсон";"0";"2023-08-10 02:31:05"
"6152";"21";"Хмельницька обл.";"1";"2023-08-10 03:13:46"
"6141";"19";"Харківська обл.";"1";"2023-08-10 09:09:12"
"6126";"5";"Костянтинівка";"0";"2023-08-10 10:21:34"
"6146";"20";"Білозерка";"0";"2023-08-10 11:39:20"
"6134";"17";"Сумська обл.";"1";"2023-08-10 12:42:08"
"6135";"17";"Сумська обл.";"1";"2023-08-10 14:06:49"
"6136";"17";"Сумська обл.";"1";"2023-08-10 14:42:25"
"6127";"5";"Костянтинівка";"0";"2023-08-10 14:42:39"
"6128";"5";"Донецька обл.";"1";"2023-08-10 16:56:11"
"6137";"17";"Сумська обл.";"1";"2023-08-10 17:45:44"
"6129";"5";"Костянтинівка";"0";"2023-08-10 18:11:50"
"6142";"19";"Вовчанськ";"0";"2023-08-10 18:21:30"
"6138";"17";"Сумська обл.";"1";"2023-08-10 18:28:53"
"6143";"19";"Харківська обл.";"1";"2023-08-10 18:56:34"
"6147";"20";"Нова Каховка";"0";"2023-08-10 19:07:00"
"6132";"8";"Запоріжжя";"0";"2023-08-10 19:21:25"
"6144";"19";"Харківська обл.";"1";"2023-08-10 19:31:35"
"6139";"17";"Сумська обл.";"1";"2023-08-10 19:41:11"
"6148";"20";"Херсонська обл.";"1";"2023-08-10 20:08:50"
"6149";"20";"Херсонська обл.";"1";"2023-08-10 20:53:19"
"6150";"20";"Херсонська обл.";"1";"2023-08-10 20:54:58"
"6151";"20";"Херсон";"0";"2023-08-10 21:18:42"
"6130";"5";"Костянтинівка";"0";"2023-08-10 21:52:12"
"6140";"17";"Сумська обл.";"1";"2023-08-10 22:27:58"
"6131";"5";"Костянтинівка";"0";"2023-08-10 23:31:26"
"6160";"20";"Херсон";"0";"2023-08-11 03:57:20"
"6161";"20";"Херсон";"0";"2023-08-11 08:09:54"
"6162";"20";"Херсон";"0";"2023-08-11 08:30:14"
"6163";"20";"Херсон";"0";"2023-08-11 09:05:54"
"6156";"9";"Київ";"0";"2023-08-11 10:00:46"
"6157";"9";"Київська обл.";"1";"2023-08-11 10:06:04"
"6165";"21";"Хмельницький";"0";"2023-08-11 10:06:15"
"6154";"3";"Вінницька обл.";"1";"2023-08-11 10:08:42"
"6158";"17";"Сумська обл.";"1";"2023-08-11 10:23:40"
"6164";"20";"Херсонська обл.";"1";"2023-08-11 10:47:58"
"6159";"17";"Сумська обл.";"1";"2023-08-11 21:27:46"
"6155";"5";"Костянтинівка";"0";"2023-08-11 23:33:39"
"6166";"4";"Кривий Ріг";"0";"2023-08-12 10:01:59"
"6168";"20";"Херсон";"0";"2023-08-12 12:05:07"
"6169";"20";"Херсон";"0";"2023-08-12 13:43:09"
"6167";"17";"Сумська обл.";"1";"2023-08-12 14:12:16"
"6170";"20";"Херсонська обл.";"1";"2023-08-12 19:29:40"
"6171";"20";"Олешки";"0";"2023-08-12 20:21:15"
"6172";"20";"Херсон";"0";"2023-08-12 21:05:32"
"6176";"17";"Сумська обл.";"1";"2023-08-13 09:10:14"
"6177";"17";"Сумська обл.";"1";"2023-08-13 12:25:22"
"6175";"13";"Миколаїв";"0";"2023-08-13 13:37:55"
"6174";"8";"Мелітополь";"0";"2023-08-13 16:12:04"
"6178";"17";"Сумська обл.";"1";"2023-08-13 16:40:42"
"6179";"17";"Сумська обл.";"1";"2023-08-13 18:42:13"
"6173";"5";"Костянтинівка";"0";"2023-08-13 22:58:31"
"6180";"5";"Маріуполь";"0";"2023-08-14 00:09:48"
"6186";"14";"Одеса";"0";"2023-08-14 01:11:11"
"6187";"14";"Одеська обл.";"1";"2023-08-14 01:57:59"
"6188";"14";"Одеса";"0";"2023-08-14 02:00:49"
"6184";"8";"Запоріжжя";"0";"2023-08-14 02:20:16"
"6189";"14";"Одеса";"0";"2023-08-14 03:01:15"
"6185";"8";"Бердянськ";"0";"2023-08-14 09:59:21"
"6190";"17";"Сумська обл.";"1";"2023-08-14 10:02:39"
"6191";"17";"Сумська обл.";"1";"2023-08-14 11:28:08"
"6192";"17";"Сумська обл.";"1";"2023-08-14 12:24:56"
"6181";"5";"Костянтинівка";"0";"2023-08-14 13:52:10"
"6193";"17";"Сумська обл.";"1";"2023-08-14 15:20:01"
"6194";"17";"Сумська обл.";"1";"2023-08-14 16:30:15"
"6195";"17";"Сумська обл.";"1";"2023-08-14 19:40:16"
"6182";"5";"Костянтинівка";"0";"2023-08-14 22:54:51"
"6183";"5";"Краматорськ";"0";"2023-08-14 23:23:37"
"6196";"17";"Сумська обл.";"1";"2023-08-14 23:41:26"
"6210";"20";"Херсон";"0";"2023-08-15 00:55:23"
"6211";"20";"Херсон";"0";"2023-08-15 01:37:12"
"6200";"5";"Донецька обл.";"1";"2023-08-15 02:21:55"
"6201";"5";"Слов'янськ";"0";"2023-08-15 04:01:06"
"6202";"5";"Краматорськ";"0";"2023-08-15 04:02:47"
"6199";"4";"Дніпро";"0";"2023-08-15 04:15:58"
"6205";"8";"Запоріжжя";"0";"2023-08-15 04:31:54"
"6219";"21";"Хмельницький";"0";"2023-08-15 04:48:35"
"6198";"3";"Вінницька обл.";"1";"2023-08-15 04:55:17"
"6197";"2";"Луцьк";"0";"2023-08-15 05:13:32"
"6206";"12";"Львів";"0";"2023-08-15 05:13:32"
"6203";"5";"Донецька обл.";"1";"2023-08-15 07:51:14"
"6212";"20";"Херсон";"0";"2023-08-15 07:51:26"
"6213";"20";"Херсонська обл.";"1";"2023-08-15 09:08:46"
"6214";"20";"Херсонська обл.";"1";"2023-08-15 09:15:07"
"6207";"17";"Сумська обл.";"1";"2023-08-15 12:33:51"
"6208";"17";"Сумська обл.";"1";"2023-08-15 13:42:41"
"6215";"20";"Херсон";"0";"2023-08-15 14:13:52"
"6216";"20";"Херсон";"0";"2023-08-15 15:24:35"
"6217";"20";"Херсон";"0";"2023-08-15 17:31:04"
"6218";"20";"Херсон";"0";"2023-08-15 21:41:44"
"6204";"5";"Донецька обл.";"1";"2023-08-15 22:33:49"
"6209";"17";"Сумська обл.";"1";"2023-08-15 23:12:11"
"6222";"14";"Одеська обл.";"1";"2023-08-16 02:15:26"
"6233";"20";"Херсон";"0";"2023-08-16 03:04:00"
"6223";"14";"Одеська обл.";"1";"2023-08-16 03:32:48"
"6220";"5";"Костянтинівка";"0";"2023-08-16 03:47:08"
"6224";"14";"Одеська обл.";"1";"2023-08-16 04:17:13"
"6228";"19";"Харківська обл.";"1";"2023-08-16 08:13:31"
"6225";"17";"Сумська обл.";"1";"2023-08-16 08:25:14"
"6234";"20";"Херсон";"0";"2023-08-16 08:47:37"
"6229";"19";"Харків";"0";"2023-08-16 08:54:48"
"6226";"17";"Сумська обл.";"1";"2023-08-16 09:26:50"
"6235";"20";"Херсон";"0";"2023-08-16 10:30:50"
"6230";"19";"Вовчанськ";"0";"2023-08-16 12:16:44"
"6236";"20";"Херсон";"0";"2023-08-16 14:20:00"
"6231";"19";"Харківська обл.";"1";"2023-08-16 15:28:45"
"6232";"19";"Харківська обл.";"1";"2023-08-16 15:48:08"
"6237";"20";"Херсонська обл.";"1";"2023-08-16 15:57:04"
"6238";"20";"Херсонська обл.";"1";"2023-08-16 16:35:39"
"6239";"20";"Херсон";"0";"2023-08-16 16:44:45"
"6240";"20";"Херсон";"0";"2023-08-16 16:47:00"
"6241";"20";"Херсон";"0";"2023-08-16 17:24:57"
"6221";"5";"Костянтинівка";"0";"2023-08-16 19:04:04"
"6227";"17";"Сумська обл.";"1";"2023-08-16 20:22:52"
"6242";"20";"Херсон";"0";"2023-08-16 21:56:45"
"6243";"20";"Херсон";"0";"2023-08-16 23:42:15"
"6248";"17";"Сумська обл.";"1";"2023-08-17 09:53:10"
"6249";"17";"Сумська обл.";"1";"2023-08-17 10:46:21"
"6250";"17";"Сумська обл.";"1";"2023-08-17 11:24:11"
"6253";"20";"Херсонська обл.";"1";"2023-08-17 12:09:31"
"6244";"5";"Костянтинівка";"0";"2023-08-17 12:10:40"
"6254";"20";"Херсон";"0";"2023-08-17 12:24:04"
"6251";"17";"Сумська обл.";"1";"2023-08-17 12:31:02"
"6252";"17";"Сумська обл.";"1";"2023-08-17 13:33:20"
"6245";"5";"Костянтинівка";"0";"2023-08-17 15:22:48"
"6255";"20";"Херсон";"0";"2023-08-17 19:00:18"
"6246";"5";"Костянтинівка";"0";"2023-08-17 19:20:49"
"6247";"5";"Костянтинівка";"0";"2023-08-17 23:51:30"
"6256";"20";"Херсон";"0";"2023-08-17 23:56:58"
"6269";"20";"Херсон";"0";"2023-08-18 01:17:51"
"6270";"20";"Херсон";"0";"2023-08-18 09:45:45"
"6259";"17";"Сумська обл.";"1";"2023-08-18 09:49:05"
"6267";"19";"Харківська обл.";"1";"2023-08-18 11:30:31"
"6260";"17";"Сумська обл.";"1";"2023-08-18 11:39:38"
"6258";"8";"Запоріжжя";"0";"2023-08-18 12:21:27"
"6261";"17";"Сумська обл.";"1";"2023-08-18 12:49:31"
"6268";"19";"Козача Лопань";"0";"2023-08-18 13:46:19"
"6262";"17";"Сумська обл.";"1";"2023-08-18 14:38:45"
"6263";"17";"Сумська обл.";"1";"2023-08-18 14:47:57"
"6264";"17";"Сумська обл.";"1";"2023-08-18 15:26:38"
"6265";"17";"Сумська обл.";"1";"2023-08-18 19:01:18"
"6271";"20";"Херсон";"0";"2023-08-18 20:10:48"
"6272";"20";"Херсонська обл.";"1";"2023-08-18 20:19:49"
"6257";"5";"Костянтинівка";"0";"2023-08-18 22:43:10"
"6266";"17";"Сумська обл.";"1";"2023-08-18 23:16:38"
